"ID","LIMIT_BAL","SEX","EDUCATION","MARRIAGE","AGE","PAY_0","PAY_2","PAY_3","PAY_4","PAY_5","PAY_6","BILL_AMT1","BILL_AMT2","BILL_AMT3","BILL_AMT4","BILL_AMT5","BILL_AMT6","PAY_AMT1","PAY_AMT2","PAY_AMT3","PAY_AMT4","PAY_AMT5","PAY_AMT6","default"
3864,30000,"1","2","2",39,1,2,2,0,0,0,1648,2468,3273,4066,4839,6235,873589,1684288,896060,621037,426531,0,"Y"
3865,30000,"2","2","2",23,0,0,0,0,0,0,19621,20649,21664,22098,22737,23339,873589,1684288,896060,621037,426531,528665,"N"
3866,160000,"1","3","1",36,-1,-1,-1,-1,-1,-1,4031,6711,0,8455,2051,0,873589,0,896060,621037,0,528665,"N"
3867,60000,"2","3","1",39,2,0,0,2,0,0,29611,31181,34205,23636,24078,26661,873589,1684288,0,621037,426531,0,"Y"
3868,450000,"2","1","2",31,2,-1,0,0,0,0,1689,54556,112922,112699,90268,39615,873589,1684288,896060,0,426531,528665,"N"
3869,80000,"2","2","1",43,-2,-2,-2,-2,-2,-2,415,394,312,-288,-285,-283,873589,1684288,0,0,0,528665,"Y"
3870,90000,"2","1","2",26,1,2,2,-1,-1,2,23828,15631,12001,32669,30900,26655,0,1684288,896060,621037,0,528665,"Y"
3871,30000,"1","2","1",33,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"Y"
3872,50000,"1","2","2",25,2,0,0,0,0,0,48908,49158,48495,42868,30403,29729,873589,1684288,896060,621037,426531,528665,"Y"
3873,30000,"1","3","1",49,2,2,2,2,2,2,26318,27079,26323,29553,30342,29730,873589,0,896060,621037,0,528665,"N"
3874,50000,"1","3","1",52,1,2,0,0,0,0,32135,29512,26208,23816,16832,14454,0,1684288,0,0,0,0,"Y"
3875,320000,"2","1","1",34,-1,-1,-1,0,-1,-1,7407,7463,23963,10154,22190,7322,873589,1684288,0,621037,426531,528665,"N"
3878,50000,"2","2","2",23,0,0,0,0,0,0,47693,41059,42203,6811,19322,9589,873589,1684288,896060,621037,426531,0,"N"
3880,90000,"1","2","2",52,0,0,0,0,0,0,87197,87533,88927,88734,87528,85710,873589,1684288,896060,621037,426531,528665,"N"
3882,3e+05,"2","4","2",32,0,0,0,0,0,-1,54068,65248,64758,65158,-437,715,873589,1684288,896060,0,426531,528665,"N"
3883,2e+05,"1","1","1",34,-1,-1,-1,-1,0,0,5402,1943,4819,13069,2075,0,873589,1684288,896060,0,0,528665,"N"
3886,390000,"1","1","2",35,-1,-1,-1,0,0,0,30411,32983,78776,63129,41726,24734,873589,1684288,896060,621037,426531,528665,"N"
3887,70000,"1","2","2",41,0,0,0,0,0,0,69917,63746,54845,38848,39991,37808,873589,1684288,896060,621037,426531,528665,"N"
3888,3e+05,"1","3","2",43,0,0,0,0,0,0,158759,155455,146058,142740,138866,137517,873589,1684288,896060,621037,426531,528665,"N"
3889,140000,"2","3","1",50,0,0,0,0,0,0,139185,141421,140743,137414,137247,138966,873589,1684288,896060,621037,426531,528665,"N"
3890,2e+05,"2","1","1",37,-1,0,0,0,0,0,97829,97936,44713,42064,42869,33884,873589,1684288,896060,621037,426531,528665,"N"
3892,80000,"2","3","1",45,0,0,-2,-2,-2,-2,80280,0,0,0,0,0,0,0,0,0,0,0,"N"
3895,1e+05,"1","2","2",27,0,0,0,0,0,0,82626,82004,82479,78245,75630,76866,873589,1684288,896060,621037,426531,528665,"Y"
3896,30000,"2","2","2",22,0,-1,2,-1,-1,-1,1910,7065,2933,1666,3805,2447,873589,0,896060,621037,426531,528665,"N"
3897,30000,"2","6","1",49,0,0,0,0,0,0,26331,27336,13325,14103,14547,15051,873589,1684288,896060,621037,426531,528665,"N"
3898,320000,"2","2","1",36,-2,-1,0,0,0,0,73014,66512,58721,43056,67265,62122,873589,1684288,896060,621037,426531,528665,"N"
3899,70000,"2","2","2",25,0,0,2,0,0,0,41509,44511,43489,44453,45603,46700,873589,0,896060,621037,426531,528665,"Y"
3900,50000,"2","2","1",24,0,0,0,0,0,0,49398,50290,50641,48560,49634,48304,873589,1684288,896060,621037,426531,528665,"N"
3901,130000,"1","3","1",48,0,0,0,0,0,0,68640,57174,58105,58592,59828,55583,873589,1684288,896060,621037,426531,528665,"N"
3902,50000,"2","2","2",27,1,2,2,2,2,2,8943,8841,10026,9702,11564,11242,873589,1684288,0,621037,0,528665,"Y"
3903,50000,"1","2","1",33,0,0,0,0,0,0,16190,13713,14737,15039,15333,15626,873589,1684288,896060,621037,426531,528665,"N"
3904,50000,"1","2","2",30,0,0,2,0,0,-2,2522,4562,4311,4627,0,0,873589,0,896060,0,0,0,"N"
3905,160000,"1","3","1",30,1,2,0,0,0,0,102869,82721,72566,60539,54643,48470,873589,1684288,896060,621037,426531,528665,"N"
3907,380000,"2","1","1",33,0,0,0,0,0,0,112921,108556,216370,213218,203360,185051,873589,1684288,896060,621037,426531,528665,"N"
3908,30000,"2","1","2",29,1,2,2,0,0,0,12544,13058,12455,6143,5114,0,873589,0,0,0,0,0,"Y"
3909,50000,"1","2","2",24,0,0,0,0,0,0,47568,46201,28705,19723,19848,19737,873589,1684288,896060,621037,426531,528665,"N"
3910,220000,"1","2","2",30,-1,-1,2,-1,2,2,787,1558,778,221873,223992,204968,873589,0,896060,621037,426531,528665,"Y"
3913,80000,"1","2","1",26,0,0,0,0,0,0,67717,63817,65801,28723,29165,29594,873589,1684288,896060,621037,426531,528665,"Y"
3915,140000,"1","2","2",43,0,0,0,0,0,0,128952,106668,101351,87401,88771,81874,873589,1684288,896060,621037,426531,528665,"N"
3916,360000,"2","2","1",32,0,-1,-1,-1,-1,-1,101425,2412,12021,0,67395,66688,873589,1684288,0,621037,426531,528665,"N"
3917,50000,"1","3","2",26,2,0,0,0,0,0,50982,49175,46843,47669,48722,47490,873589,1684288,896060,621037,426531,528665,"Y"
3919,180000,"2","3","1",43,-1,-1,0,0,0,0,1230,60291,61450,61066,64284,64641,873589,1684288,896060,621037,426531,528665,"Y"
3921,230000,"2","1","2",35,-1,-1,-2,-2,-2,-2,2674,0,0,0,0,0,0,0,0,0,0,0,"Y"
3922,130000,"1","1","2",25,-1,-1,-1,-1,0,0,13388,6171,2622,9041,43711,23604,873589,1684288,896060,621037,426531,528665,"N"
3923,20000,"2","3","1",42,0,0,0,0,0,0,17787,18982,18590,18957,19382,19595,873589,1684288,896060,621037,426531,528665,"N"
3924,2e+05,"2","3","1",41,-2,-2,-2,-2,-2,-2,-108,-32,-26,14018,6690,9728,0,0,896060,621037,426531,528665,"N"
3925,220000,"2","2","1",35,0,0,0,0,0,0,100303,102577,107184,27459,29407,33984,873589,1684288,896060,621037,426531,528665,"N"
3926,20000,"1","1","2",25,0,0,0,0,0,0,8233,9282,10320,10367,7086,6549,873589,1684288,896060,621037,426531,528665,"N"
3927,20000,"1","2","2",24,0,0,0,0,0,0,17745,18508,19459,18531,18889,17359,873589,1684288,896060,621037,426531,528665,"N"
3928,240000,"2","3","2",40,0,0,0,0,0,0,227812,222278,227246,194978,199165,203468,873589,1684288,896060,621037,426531,528665,"Y"
3930,50000,"2","2","1",29,0,0,0,0,0,0,26075,27655,29153,29734,28849,29045,873589,1684288,896060,621037,426531,528665,"N"
3931,1e+05,"1","2","1",40,0,0,0,-2,-2,-2,37582,23777,0,0,0,0,873589,0,0,0,0,0,"N"
3932,120000,"2","1","2",34,0,0,0,2,2,2,105382,107618,115405,112063,119732,121676,873589,1684288,0,621037,426531,0,"Y"
3934,20000,"1","2","1",32,0,0,0,0,0,0,16854,17616,18184,17742,18757,5345,873589,1684288,896060,621037,426531,528665,"N"
3935,50000,"1","2","2",27,0,0,0,-1,-1,-2,25141,23927,11089,1182,0,0,873589,1684288,896060,0,0,0,"N"
3936,130000,"2","1","1",32,2,2,2,2,2,2,114266,115970,117602,114235,121669,124207,873589,1684288,0,621037,426531,0,"N"
3937,150000,"2","1","1",38,-2,-2,-2,-2,-2,-2,1734,0,0,0,0,0,0,0,0,0,0,0,"N"
3938,60000,"2","1","2",30,1,2,2,2,2,2,41305,40774,43225,43930,44854,45756,873589,1684288,896060,621037,426531,0,"N"
3940,5e+05,"1","2","1",40,0,0,0,0,0,-2,30428,31655,32562,36645,2,5,873589,1684288,896060,621037,0,0,"N"
3941,270000,"2","2","1",34,0,0,0,0,0,0,74816,75216,73280,72192,74729,76092,873589,1684288,896060,621037,426531,528665,"N"
3942,410000,"2","1","2",34,1,-1,-1,-2,-2,-1,0,13673,0,0,0,708,873589,0,0,0,426531,0,"Y"
3943,60000,"2","2","2",29,2,-1,-1,2,0,0,2462,59048,61251,58652,58013,57532,873589,1684288,0,621037,426531,528665,"N"
3945,50000,"1","3","3",45,-1,-1,-1,-1,0,0,820,0,449,2369,1959,820,0,1684288,896060,0,0,0,"N"
3946,5e+05,"2","1","2",35,-2,-2,-2,-2,-2,-2,-61,-64,-68,-72,-64,-61,0,0,0,0,0,0,"Y"
3947,150000,"2","1","1",35,-2,-2,-2,-2,-1,-1,323,-50,3157,0,131,874,0,1684288,0,621037,426531,0,"N"
3949,50000,"2","2","2",25,0,0,0,0,0,2,51462,51170,50609,50125,53927,51460,873589,1684288,896060,621037,0,528665,"N"
3951,120000,"1","3","1",30,2,2,2,0,0,2,122252,124009,120452,121735,81045,79614,873589,0,896060,621037,0,528665,"N"
3952,70000,"1","1","2",28,0,0,0,0,0,0,9215,10552,12054,12839,14636,16231,873589,1684288,896060,621037,426531,528665,"N"
3953,320000,"2","2","1",44,-1,-1,-1,-1,-1,-1,3546,12514,46249,1476,6134,2198,873589,1684288,896060,621037,426531,528665,"N"
3954,110000,"2","2","1",37,0,0,0,0,0,0,79678,110856,107603,80488,79765,81033,873589,1684288,896060,621037,426531,528665,"N"
3955,420000,"2","1","2",30,0,0,0,0,-1,-1,34594,36446,7440,0,12180,177,873589,1684288,0,621037,426531,528665,"N"
3956,240000,"2","2","1",49,-1,-1,-1,-1,-1,-1,18053,17404,47605,12270,75885,90619,873589,1684288,896060,621037,426531,528665,"N"
3957,380000,"1","1","2",33,0,0,0,0,0,0,70632,76767,80142,81235,89623,96668,873589,1684288,896060,621037,426531,528665,"N"
3958,20000,"2","2","2",22,0,0,0,0,0,0,17356,18195,10119,10314,7542,8001,873589,1684288,896060,621037,426531,528665,"N"
3959,50000,"2","1","2",42,0,0,2,2,2,2,35555,38260,37344,39711,38946,41786,873589,0,896060,0,426531,528665,"Y"
3960,20000,"1","3","2",23,-1,2,-1,-1,-1,-1,822,443,444,465,0,822,0,1684288,896060,0,426531,0,"N"
3961,20000,"2","2","2",31,0,0,0,0,0,3,16660,17680,18771,19150,21101,20475,873589,1684288,896060,621037,0,0,"N"
3962,240000,"2","1","2",28,0,0,0,0,0,0,237654,200593,189636,197114,201549,197176,873589,1684288,896060,621037,426531,528665,"N"
3963,340000,"2","2","1",57,1,-2,-2,-2,-1,-1,-3,-11,-19,-26,1592,0,0,0,0,621037,0,0,"Y"
3964,90000,"2","2","2",23,2,2,2,2,2,2,18180,17601,19496,18885,21418,21853,0,1684288,0,621037,426531,0,"Y"
3965,50000,"2","2","1",56,0,0,0,0,0,0,31295,29197,26500,16787,15547,16285,873589,1684288,896060,621037,426531,528665,"N"
3966,210000,"2","2","1",33,0,0,0,0,0,0,137025,121140,101963,96340,84238,81586,873589,1684288,896060,621037,426531,528665,"N"
3967,60000,"2","2","2",25,0,0,2,6,5,4,44370,48639,59188,57731,56274,54798,873589,1684288,0,0,0,0,"N"
3968,50000,"1","2","1",53,0,0,2,2,0,0,12324,14334,9759,9098,9022,9322,873589,1684288,0,621037,426531,528665,"N"
3969,50000,"2","1","2",26,1,-1,-1,0,0,0,0,1995,2629,12637,22442,15980,873589,1684288,896060,621037,426531,528665,"N"
3970,90000,"2","2","2",26,0,0,0,0,0,0,21891,23081,24154,25062,25045,26291,873589,1684288,896060,0,426531,528665,"Y"
3971,250000,"1","1","1",31,-2,-2,-1,-1,-1,-1,3806,17754,14578,4844,11417,6726,873589,1684288,896060,621037,426531,528665,"N"
3972,290000,"1","3","1",47,2,0,0,0,0,-1,255437,217409,250578,31401,-3993,107264,873589,1684288,896060,621037,426531,528665,"Y"
3973,240000,"1","2","2",35,-1,-1,-1,-1,-1,0,8635,18743,689,11508,1366,696,873589,1684288,896060,621037,426531,528665,"N"
3974,360000,"1","1","2",29,-1,-1,-1,-1,0,-1,1373,8005,-1,3654,2095,1115,873589,0,896060,621037,426531,528665,"N"
3976,290000,"2","1","2",48,0,0,0,0,0,-1,74895,36353,34532,29704,9170,2414,873589,1684288,896060,621037,426531,0,"N"
3977,50000,"2","2","2",25,2,0,0,0,0,-1,48703,49357,16008,6123,3920,312,873589,1684288,896060,621037,426531,528665,"N"
3978,310000,"2","2","1",41,-1,-1,-1,-1,-1,-1,543,7242,4163,8409,551,2327,873589,1684288,896060,621037,426531,528665,"N"
3979,10000,"1","2","2",22,0,0,0,0,0,0,9383,7954,9341,9534,9728,10025,873589,1684288,896060,621037,426531,0,"N"
3980,260000,"2","1","2",31,0,0,0,0,0,0,181730,187708,190233,186793,188698,190999,873589,1684288,896060,621037,426531,528665,"N"
3983,360000,"2","1","2",28,-2,-2,-2,-2,-2,-2,2428,2531,0,0,0,0,873589,0,0,0,0,0,"N"
3984,80000,"2","1","1",30,0,0,0,0,0,2,65648,67295,67415,51994,55226,54261,873589,1684288,896060,621037,0,528665,"N"
3985,450000,"2","2","1",44,0,0,0,0,0,0,10708,12232,12778,17731,9052,8482,873589,1684288,896060,621037,426531,528665,"N"
3986,30000,"2","2","2",22,0,0,0,0,0,0,30195,28983,28714,29340,30186,26321,873589,1684288,896060,621037,426531,528665,"Y"
3989,3e+05,"1","3","2",64,-1,-1,-1,-1,-1,-1,1114,1227,1078,1458,1669,1401,873589,1684288,896060,621037,426531,528665,"Y"
3990,1e+05,"1","4","1",52,0,0,0,0,0,0,90959,83110,63165,56982,52405,22563,873589,1684288,896060,621037,426531,528665,"Y"
3991,240000,"1","1","1",47,1,2,2,2,2,2,138119,134990,137263,144466,147618,145087,873589,1684288,896060,621037,0,528665,"Y"
3992,50000,"2","2","2",56,0,0,-1,0,0,-1,30186,31383,19210,19033,0,3965,873589,1684288,0,0,426531,0,"N"
3994,110000,"2","2","2",23,0,0,0,0,-1,0,1899,2530,1345,1296,63720,51888,873589,1684288,896060,621037,426531,528665,"Y"
3996,220000,"1","3","2",33,1,-1,-1,0,0,0,-115,480,2863,4458,6080,-271,873589,1684288,896060,621037,0,528665,"N"
3997,50000,"2","2","2",43,0,0,0,0,0,0,9816,11616,7428,13529,6772,6833,873589,1684288,896060,621037,426531,528665,"Y"
3998,60000,"1","2","2",26,0,0,0,0,0,0,40181,37278,30202,30803,33327,33200,873589,1684288,896060,621037,426531,528665,"N"
3999,20000,"2","1","2",23,2,2,2,2,2,2,9773,12805,12513,13020,13150,12781,873589,1684288,896060,621037,0,528665,"Y"
4000,170000,"1","2","2",39,-1,-1,-1,0,-1,2,2441,8062,4384,316,6139,5624,873589,1684288,0,621037,0,528665,"Y"
4001,30000,"2","1","2",29,2,-1,-1,-1,2,0,2047,1549,3911,6991,4097,3703,873589,1684288,896060,0,426531,528665,"N"
4002,160000,"2","1","1",29,-1,-1,-2,-1,-1,-1,1782,0,0,129,146,993,0,0,896060,621037,426531,0,"Y"
4003,2e+05,"1","1","1",35,0,0,0,0,0,0,199904,198618,115184,116230,139747,187741,873589,1684288,896060,621037,426531,528665,"Y"
4004,120000,"1","3","2",25,0,0,2,0,0,-1,81157,72730,39944,18373,7413,19829,873589,1684288,896060,621037,426531,528665,"N"
4005,230000,"2","1","1",38,0,-1,-1,-1,-1,-1,12887,276,1096,236,276,296,873589,1684288,896060,621037,426531,528665,"N"
4006,20000,"2","3","1",42,-1,-1,-1,-1,-1,-1,10665,627,11849,7282,1858,1470,873589,1684288,896060,621037,426531,528665,"N"
4007,10000,"1","3","2",46,2,2,3,3,3,3,1076,1079,1081,1084,1079,1076,0,0,0,0,0,0,"Y"
4008,1e+05,"2","3","2",24,1,-2,-2,-2,-1,-1,0,0,0,0,2470,0,0,0,0,621037,0,528665,"N"
4012,50000,"1","2","2",49,0,0,0,0,0,0,47879,99585,50407,9439,9651,9816,873589,1684288,896060,621037,426531,528665,"N"
4014,20000,"2","2","2",22,4,3,2,2,2,2,19544,18949,18345,19537,19088,20459,0,0,896060,0,426531,0,"Y"
4015,110000,"2","2","2",33,0,0,0,0,0,0,107056,106850,108767,112076,48524,43441,873589,1684288,896060,621037,426531,528665,"N"
4016,1e+05,"1","2","2",33,5,4,3,2,2,2,90853,88599,86299,87199,85673,91038,0,0,896060,0,426531,528665,"Y"
4017,260000,"2","1","1",39,0,0,0,0,0,0,256541,188335,186725,184061,189912,89000,873589,1684288,896060,621037,426531,528665,"Y"
4019,360000,"2","2","1",39,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"Y"
4020,30000,"2","2","1",27,2,2,2,2,2,2,27901,26832,28680,27615,29181,28781,0,1684288,0,621037,426531,0,"Y"
4021,50000,"1","2","2",23,0,0,0,0,0,0,49780,50758,50095,9584,9974,9327,873589,1684288,896060,621037,426531,528665,"N"
4022,270000,"2","2","2",31,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"N"
4024,250000,"1","1","2",48,-2,-1,-1,-1,0,-1,5267,2767,2392,7011,3730,2898,873589,1684288,896060,621037,426531,0,"N"
4025,120000,"2","2","1",24,1,-2,-2,-2,-1,0,0,0,0,0,4668,5584,0,0,0,621037,426531,528665,"N"
4027,260000,"2","2","2",29,-1,-1,-1,-1,-1,-1,1293,583,0,238,12020,3385,873589,0,896060,621037,426531,528665,"N"
4029,60000,"2","2","2",27,0,0,0,0,0,0,18233,19931,20937,21283,21737,22193,873589,1684288,896060,621037,426531,528665,"N"
4030,250000,"2","1","1",40,-1,-1,-1,0,-1,-1,326,316,632,296,316,326,873589,1684288,0,621037,426531,528665,"Y"
4032,150000,"2","1","2",35,1,-1,-1,-2,-2,-1,0,1100,-207,-203,-210,417,873589,0,0,0,426531,528665,"N"
4033,170000,"2","1","1",45,0,0,0,0,0,0,165222,156646,151342,127006,126346,126378,873589,1684288,896060,621037,426531,528665,"N"
4034,710000,"2","1","2",32,0,0,0,0,0,0,28624,31767,34912,35841,35572,35086,873589,1684288,896060,621037,426531,528665,"N"
4037,150000,"2","3","1",60,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"Y"
4038,150000,"2","3","1",49,-1,-1,-1,-1,0,-1,3147,23985,7883,7694,8048,10833,873589,1684288,896060,621037,426531,528665,"N"
4039,50000,"1","3","2",58,0,0,0,0,0,0,7569,7321,6964,5814,3994,3182,873589,1684288,896060,621037,426531,528665,"Y"
4040,140000,"2","3","1",38,2,2,0,0,2,2,122275,118890,120398,139744,142927,140497,0,1684288,896060,621037,0,528665,"N"
4041,250000,"1","1","1",42,1,-2,-1,-1,-1,-1,18,21,1664,-54,17480,44004,0,1684288,0,621037,426531,528665,"N"
4042,20000,"1","2","2",36,0,0,2,2,3,2,11410,13947,13409,15165,14670,14300,873589,0,896060,0,0,528665,"N"
4046,50000,"1","2","2",23,0,0,0,0,0,0,28599,27728,20441,17556,18073,16175,873589,1684288,896060,621037,426531,528665,"N"
4049,150000,"1","2","1",39,0,0,0,2,2,2,76433,78853,87281,85099,93340,91801,873589,1684288,0,621037,0,528665,"Y"
4050,160000,"1","2","1",40,-1,-1,-1,-2,-2,-2,1696,2954,0,0,0,0,873589,0,0,0,0,0,"N"
4051,160000,"2","3","2",30,-1,-1,-1,-1,0,-1,1043,2551,1110,3273,1027,8812,873589,1684288,896060,0,426531,528665,"N"
4054,50000,"2","2","1",32,0,0,0,0,0,0,47457,37404,9863,8537,9683,9603,873589,1684288,896060,621037,426531,528665,"Y"
4055,50000,"1","2","2",24,-1,-1,-1,-1,0,-1,369,349,329,699,349,369,873589,1684288,896060,0,426531,0,"N"
4056,140000,"2","2","2",35,0,0,0,0,0,0,88422,90284,92811,93646,95333,96681,873589,1684288,896060,621037,426531,528665,"N"
4057,60000,"2","2","2",26,0,0,0,0,2,2,48859,49957,51280,53996,55014,53977,873589,1684288,896060,621037,0,528665,"N"
4058,10000,"2","3","1",24,0,0,0,0,0,0,8279,8739,9409,5817,6044,5995,873589,1684288,896060,621037,426531,0,"Y"
4059,4e+05,"1","1","2",28,1,-1,2,-1,0,0,-1289,5809,3986,87193,90854,96347,873589,1684288,896060,621037,426531,528665,"N"
4060,5e+05,"2","1","2",44,0,0,0,0,0,0,380537,295531,206345,354578,358051,394967,873589,1684288,896060,621037,426531,528665,"N"
4061,320000,"2","2","2",24,-1,-1,-1,0,-1,-1,44512,51266,54664,35197,71253,35311,873589,1684288,896060,621037,426531,528665,"N"
4062,240000,"1","1","1",50,-1,-1,-2,-2,-2,-2,2102,0,0,0,0,0,0,0,0,0,0,0,"N"
4065,50000,"2","3","2",31,2,2,2,0,0,0,26417,28901,28131,28682,35083,29989,873589,0,896060,621037,426531,528665,"Y"
4066,1e+05,"2","3","2",46,2,-1,2,0,0,-2,217,955,945,336,0,0,873589,0,0,0,0,528665,"N"
4067,50000,"1","1","2",25,-1,-1,-1,-1,-1,-1,25071,15210,6997,7640,2203,6612,873589,1684288,896060,621037,426531,528665,"N"
4068,50000,"1","3","2",24,-1,0,0,-1,-1,-2,25441,25868,0,79,0,0,873589,0,896060,0,0,0,"Y"
4069,50000,"1","2","1",43,-2,-1,0,0,2,0,1069,4288,6994,9530,9225,12553,873589,1684288,896060,0,426531,528665,"Y"
4072,80000,"2","2","2",28,0,0,0,0,0,0,47227,48126,45924,43389,41423,35494,873589,1684288,896060,621037,426531,528665,"Y"
4073,360000,"1","1","1",35,-1,-1,-1,-1,-1,-1,11932,21849,3339,5171,13292,7085,873589,1684288,896060,621037,426531,528665,"N"
4074,120000,"1","2","2",49,0,0,0,0,0,0,38913,39960,32098,29189,30331,30227,873589,1684288,896060,621037,426531,528665,"N"
4075,230000,"1","1","2",28,0,0,2,0,0,0,70955,70339,66591,55997,22908,17343,873589,1684288,896060,621037,426531,528665,"N"
4076,60000,"2","2","1",34,0,0,0,0,0,0,54368,55643,15242,15550,16001,16147,873589,1684288,896060,621037,426531,528665,"Y"
4077,90000,"1","2","1",37,1,2,2,2,2,0,9575,9285,12014,12099,11759,11835,0,1684288,896060,0,426531,528665,"N"
4078,50000,"1","2","2",29,3,2,2,0,0,0,49786,51124,43720,18183,17349,17986,873589,1684288,896060,621037,426531,528665,"Y"
4079,240000,"1","2","1",31,-1,-1,-1,-1,-1,-1,1056,473,1041,654,289,676,873589,1684288,896060,621037,426531,528665,"N"
4080,230000,"2","2","1",42,-1,-1,-1,-1,-1,-1,6953,121,8788,2083,130,310,873589,1684288,896060,621037,426531,528665,"N"
4081,80000,"2","1","2",23,0,0,0,0,0,0,24027,17475,15986,17160,9916,8718,873589,1684288,896060,621037,426531,528665,"N"
4082,4e+05,"2","1","2",28,-1,-1,-1,0,-1,-1,3315,6944,2387,1222,6675,533,873589,1684288,896060,621037,426531,528665,"N"
4083,120000,"1","1","1",45,0,0,0,0,0,2,117807,117144,118251,116934,123078,120578,873589,1684288,896060,621037,0,528665,"N"
4084,250000,"1","1","1",39,1,-1,-1,-1,-1,-1,0,107,5366,178,922,0,873589,1684288,896060,621037,0,0,"N"
4085,30000,"2","1","2",24,1,2,0,0,2,2,29862,28956,18656,19016,12766,10907,0,1684288,896060,0,426531,528665,"N"
4086,150000,"2","1","1",54,0,0,0,0,0,0,152114,150583,152318,141886,142767,145677,873589,1684288,896060,621037,426531,528665,"N"
4087,310000,"1","3","2",37,2,2,0,0,0,0,208025,211211,214200,220624,227071,322009,873589,1684288,896060,621037,426531,0,"N"
4088,150000,"1","2","2",34,0,0,0,0,0,0,135560,138423,141224,144509,148370,150473,873589,1684288,896060,621037,426531,0,"N"
4090,2e+05,"2","1","1",37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,"Y"
4091,50000,"1","2","2",24,0,0,0,0,0,0,35187,29066,15210,7604,7762,7979,873589,1684288,896060,621037,426531,528665,"N"
4093,50000,"1","2","2",33,2,0,0,2,2,2,30827,33346,41417,5497,5793,4555,873589,1684288,0,621037,0,528665,"N"
4094,1e+05,"1","2","2",31,1,2,2,2,3,2,24357,25128,24482,27225,26630,26152,873589,0,896060,0,0,528665,"Y"
4095,150000,"1","1","1",33,0,0,0,0,0,0,144750,146245,128064,130499,133959,136140,873589,1684288,896060,621037,426531,528665,"N"
4096,80000,"1","2","2",43,0,0,0,2,2,2,19289,16935,15211,10535,10346,6716,873589,1684288,0,621037,0,528665,"N"
4097,2e+05,"1","2","1",30,1,-2,-2,-2,-2,-2,743,737,730,724,737,323,873589,1684288,896060,621037,426531,528665,"N"
4098,120000,"2","3","2",46,0,0,0,0,0,0,116707,108834,101418,89848,91509,89581,873589,1684288,896060,621037,426531,528665,"N"
4099,60000,"2","2","1",49,2,0,0,0,2,0,61138,57284,32160,32873,31334,29557,873589,1684288,896060,0,426531,528665,"Y"
4101,120000,"1","1","2",32,-1,-1,-1,-1,-1,-1,887,375,363,1442,0,6474,873589,1684288,896060,0,426531,0,"Y"
4102,130000,"1","2","1",43,-2,-2,-2,-1,0,0,0,0,0,96968,99015,101847,0,0,896060,621037,426531,528665,"N"
4103,240000,"2","1","2",36,-1,-1,2,0,-1,2,5402,7002,6700,5207,13793,5812,873589,1684288,0,621037,0,528665,"Y"
4104,90000,"2","2","2",26,0,0,0,0,0,0,11206,11264,9472,5350,11955,15583,873589,1684288,0,621037,426531,528665,"Y"
4111,90000,"2","2","1",29,0,0,0,0,0,0,13774,14021,9221,4154,4405,5850,873589,1684288,896060,621037,426531,528665,"N"
4112,280000,"2","2","1",45,1,-2,-1,-1,-2,-2,0,0,3340,0,0,0,0,1684288,0,0,0,528665,"N"
4113,280000,"2","1","2",28,-2,-2,-2,-2,-2,-2,21700,15803,15329,4969,19652,5221,873589,1684288,896060,621037,426531,528665,"N"
4114,30000,"2","3","1",25,-2,-1,0,0,2,0,0,20280,3799,29431,26439,27680,873589,1684288,896060,0,426531,528665,"Y"
4115,20000,"1","2","1",38,-1,0,0,0,0,0,18584,19217,19700,14939,15093,19271,873589,1684288,896060,621037,426531,528665,"N"
4116,180000,"2","1","1",43,-1,-1,-1,0,-1,-1,36498,24059,89278,1950,11869,520,873589,1684288,896060,621037,426531,528665,"N"
4117,70000,"2","3","2",26,0,0,0,0,0,0,7116,8316,9964,11490,13363,12279,873589,1684288,896060,621037,426531,528665,"Y"
4119,50000,"1","2","2",36,0,0,2,0,0,0,17003,18147,17281,16456,17671,17825,873589,1684288,896060,621037,426531,528665,"N"
4120,250000,"1","2","1",47,-1,-1,-1,-1,-1,-1,10726,19124,4154,5895,5430,0,873589,1684288,896060,621037,0,0,"N"
4122,140000,"2","2","1",41,0,0,0,0,2,0,43672,44785,45754,50991,50009,51162,873589,1684288,896060,0,426531,528665,"N"
4123,130000,"2","1","2",25,-1,-1,-1,-1,-1,-1,1076,1493,5999,1026,919,483,873589,1684288,896060,621037,426531,0,"N"
4124,120000,"2","2","1",40,-2,-2,-2,-1,0,0,73903,0,0,3639,3657,0,0,0,896060,0,0,0,"N"
4125,60000,"2","2","2",43,1,2,0,0,3,2,44209,43219,47488,54745,53598,54719,0,1684288,896060,0,426531,0,"Y"
4126,80000,"2","3","2",32,0,0,0,0,0,0,77391,79037,80891,79372,81592,80260,873589,1684288,896060,621037,426531,528665,"N"
4127,240000,"2","1","1",41,-1,-1,-1,-1,-1,-1,4419,16818,4723,2398,7781,33195,873589,1684288,896060,621037,426531,528665,"N"
